"name","full_name","html_url","description","language","stargazers_count","forks_count","open_issues_count","created_at","updated_at","pushed_at","archived","default_branch"
"fzf","janestreet/fzf","https://github.com/janestreet/fzf","A library for running the fzf command line tool","OCaml","7","0","0","2022/01/26 20:38:45","2026/02/11 00:41:26","2026/01/15 21:35:36","False","master"
"ocaml-probes","janestreet/ocaml-probes","https://github.com/janestreet/ocaml-probes","USDT probes for OCaml: command line tool","OCaml","6","0","0","2022/01/26 20:38:47","2026/01/14 01:07:25","2026/01/15 21:37:27","False","master"
"magic-trace","janestreet/magic-trace","https://github.com/janestreet/magic-trace","magic-trace collects and displays high-resolution traces of what a process is doing","OCaml","5238","124","52","2022/01/26 20:41:33","2026/02/20 13:57:44","2026/01/14 16:22:42","False","master"
"ppx_jsonaf_conv","janestreet/ppx_jsonaf_conv","https://github.com/janestreet/ppx_jsonaf_conv","[@​@​deriving] plugin to generate Jsonaf conversion functions","OCaml","5","1","0","2022/01/26 20:42:00","2026/01/14 01:07:29","2026/01/15 21:39:24","False","master"
"tracing","janestreet/tracing","https://github.com/janestreet/tracing","Tracing library","OCaml","36","1","0","2022/01/26 20:42:40","2026/01/14 01:07:35","2026/01/15 21:41:41","False","master"
"perfetto","janestreet/perfetto","https://github.com/janestreet/perfetto","Frontend for magic-trace; forks https://ui.perfetto.dev","C++","30","12","7","2022/01/27 17:34:34","2025/04/27 07:16:41","2024/10/23 06:33:18","False","rebased-v49-jane-public-patches"
"babel","janestreet/babel","https://github.com/janestreet/babel","A library for defining Rpcs that can evolve over time without breaking backward compatibility.","OCaml","5","0","0","2022/07/08 18:40:19","2026/01/14 01:07:17","2026/01/15 21:33:51","False","master"
"bidirectional_map","janestreet/bidirectional_map","https://github.com/janestreet/bidirectional_map","A library for bidirectional maps and multimaps.","OCaml","1","0","0","2022/07/08 18:40:20","2026/01/14 01:07:18","2026/01/15 21:34:01","False","master"
"janestreet_cpuid","janestreet/janestreet_cpuid","https://github.com/janestreet/janestreet_cpuid","A library for parsing CPU capabilities out of the `cpuid` instruction.","OCaml","2","0","0","2022/07/08 18:40:22","2026/01/14 01:07:24","2026/01/15 21:36:43","False","master"
"janestreet_csv","janestreet/janestreet_csv","https://github.com/janestreet/janestreet_csv","Tools for working with CSVs on the command line","OCaml","3","0","0","2022/07/08 18:40:23","2026/02/01 14:18:22","2026/01/15 21:36:45","False","master"
"fsharp_async_rpc","janestreet/fsharp_async_rpc","https://github.com/janestreet/fsharp_async_rpc","Reimplementation of our async_rpc library in F#","F#","5","3","0","2022/07/08 18:40:25","2024/02/03 14:03:03","2023/04/04 10:05:05","False","master"
"fsharp_bin_prot","janestreet/fsharp_bin_prot","https://github.com/janestreet/fsharp_bin_prot","Reimplementation of our bin_prot library in F#","F#","3","0","0","2022/07/08 18:40:27","2024/02/03 14:03:12","2023/03/23 18:15:28","False","master"
"fsharp_core_kernel","janestreet/fsharp_core_kernel","https://github.com/janestreet/fsharp_core_kernel","Extensions of the dotnet standard library","F#","6","1","0","2022/07/08 18:40:28","2024/10/31 16:07:44","2023/04/04 10:05:05","False","master"
"n_ary","janestreet/n_ary","https://github.com/janestreet/n_ary","A library for N-ary datatypes and operations.","OCaml","2","0","0","2022/07/08 18:40:30","2026/01/14 01:07:25","2026/01/15 21:37:11","False","master"
"numeric_string","janestreet/numeric_string","https://github.com/janestreet/numeric_string","A comparison function for strings that sorts numeric fragments of strings according to their numeric value, so that e.g. ""abc2"" < ""abc10"".","OCaml","0","0","0","2022/07/08 18:40:31","2026/01/14 01:07:25","2026/01/15 21:37:18","False","master"
"of_json","janestreet/of_json","https://github.com/janestreet/of_json","A friendly applicative interface for Jsonaf.","OCaml","2","0","0","2022/07/08 18:40:33","2026/01/14 01:07:26","2026/01/15 21:37:31","False","master"
"ppx_derive_at_runtime","janestreet/ppx_derive_at_runtime","https://github.com/janestreet/ppx_derive_at_runtime","Define a new ppx deriver by naming a runtime module.","OCaml","3","0","0","2022/07/08 18:40:34","2026/01/14 01:07:28","2026/01/15 21:38:47","False","master"
"ppx_dotnet_bin_prot","janestreet/ppx_dotnet_bin_prot","https://github.com/janestreet/ppx_dotnet_bin_prot","Generation of F# bin_prot readers and writers from OCaml types","OCaml","0","0","0","2022/07/08 18:40:36","2022/07/08 18:59:27","2022/10/13 10:06:45","False","master"
"streamable","janestreet/streamable","https://github.com/janestreet/streamable","A collection of types suitable for incremental serialization.","OCaml","6","0","0","2022/07/08 18:40:37","2026/01/14 01:07:34","2026/01/15 21:41:17","False","master"
"tilde_f","janestreet/tilde_f","https://github.com/janestreet/tilde_f","Provides a let-syntax for continuation-passing style.","OCaml","1","0","0","2022/07/08 18:40:39","2026/01/14 01:07:35","2026/01/15 21:41:25","False","master"
"base_trie","janestreet/base_trie","https://github.com/janestreet/base_trie","Trie data structure library","OCaml","2","1","0","2022/07/08 18:40:40","2026/01/14 01:07:17","2026/01/15 21:34:00","False","master"
"ppx_stable_witness","janestreet/ppx_stable_witness","https://github.com/janestreet/ppx_stable_witness","Ppx extension for deriving a witness that a type is intended to be stable","OCaml","3","0","0","2022/07/08 18:54:22","2026/01/14 01:07:30","2026/01/15 21:39:59","False","master"
"legacy_diffable","janestreet/legacy_diffable","https://github.com/janestreet/legacy_diffable","An interface for diffs.","OCaml","1","1","0","2022/10/13 09:52:00","2026/01/14 01:07:24","2026/01/15 21:36:57","False","master"
"indentation_buffer","janestreet/indentation_buffer","https://github.com/janestreet/indentation_buffer","A library for building strings with indentation","OCaml","3","0","0","2022/10/13 09:58:46","2026/01/14 01:07:24","2026/01/15 21:36:36","False","master"
"js_of_ocaml_patches","janestreet/js_of_ocaml_patches","https://github.com/janestreet/js_of_ocaml_patches","Additions to js_of_ocaml's standard library that are required by Jane Street libraries.","OCaml","3","1","0","2022/10/13 09:59:52","2026/01/14 01:07:24","2026/01/15 21:36:51","False","master"
"janestreet_lru_cache","janestreet/janestreet_lru_cache","https://github.com/janestreet/janestreet_lru_cache","An LRU Cache implementation.","OCaml","4","0","0","2022/10/13 10:00:58","2026/01/14 01:07:27","2026/01/15 21:36:48","False","master"
"ordinal_abbreviation","janestreet/ordinal_abbreviation","https://github.com/janestreet/ordinal_abbreviation","A minimal library for generating ordinal names of integers.","OCaml","0","0","0","2022/10/13 10:01:43","2026/01/14 01:07:26","2026/01/15 21:37:34","False","master"
"stored_reversed","janestreet/stored_reversed","https://github.com/janestreet/stored_reversed","A library for representing a list temporarily stored in reverse order.","OCaml","0","0","0","2022/10/13 10:02:23","2026/01/14 01:07:36","2026/01/15 21:41:15","False","master"
"content_security_policy","janestreet/content_security_policy","https://github.com/janestreet/content_security_policy","A library for building content-security policies","OCaml","0","0","0","2022/10/24 16:00:38","2026/01/14 01:07:19","2026/01/15 21:34:50","False","master"
"semantic_version","janestreet/semantic_version","https://github.com/janestreet/semantic_version","Semantic versioning","OCaml","6","0","0","2022/11/18 15:21:35","2026/01/14 01:07:33","2026/01/15 21:40:44","False","master"
"polling_state_rpc","janestreet/polling_state_rpc","https://github.com/janestreet/polling_state_rpc","An RPC which tracks state on the client and server so it only needs to send diffs across the wire.","OCaml","2","0","0","2022/11/18 15:23:39","2026/01/14 01:07:26","2026/01/15 21:37:56","False","master"
"ocaml-jst","janestreet/ocaml-jst","https://github.com/janestreet/ocaml-jst","OCaml plus Jane Street extensions",,"0","0","0","2023/01/24 15:39:58","2023/01/23 14:10:25","2023/01/25 10:23:23","False","main"
"hardcaml_axi","janestreet/hardcaml_axi","https://github.com/janestreet/hardcaml_axi","Hardcaml AXI Interface Types","OCaml","1","0","0","2023/03/01 02:42:29","2026/01/14 01:07:24","2026/01/15 21:35:41","False","master"
"hardcaml_handshake","janestreet/hardcaml_handshake","https://github.com/janestreet/hardcaml_handshake","Hardcaml Handshake","OCaml","2","0","0","2023/03/01 02:42:31","2026/01/14 01:07:21","2026/01/15 21:35:49","False","master"
"re_parser","janestreet/re_parser","https://github.com/janestreet/re_parser","Typed parsing using regular expressions.","OCaml","4","0","0","2023/03/01 02:42:32","2026/01/14 01:07:32","2026/01/15 21:40:39","False","master"
"regex_parser_intf","janestreet/regex_parser_intf","https://github.com/janestreet/regex_parser_intf","Interface shared by Re_parser and Re2.Parser","OCaml","2","0","0","2023/03/01 02:42:34","2026/01/14 01:07:33","2026/01/15 21:40:37","False","master"
"dedent","janestreet/dedent","https://github.com/janestreet/dedent","A library for improving redability of multi-line string constants in code.","OCaml","12","0","0","2023/03/01 04:08:18","2026/01/14 01:07:23","2026/01/15 21:35:07","False","master"
"jane_rope","janestreet/jane_rope","https://github.com/janestreet/jane_rope","String representation with cheap concatenation.","OCaml","7","0","0","2023/03/01 04:08:20","2026/01/14 01:07:24","2026/01/15 21:36:41","False","master"
"man_in_the_middle_debugger","janestreet/man_in_the_middle_debugger","https://github.com/janestreet/man_in_the_middle_debugger","Man-in-the-middle debugging library","OCaml","0","0","0","2023/03/01 04:08:22","2026/01/14 01:07:25","2026/01/15 21:37:02","False","master"
"ppx_demo","janestreet/ppx_demo","https://github.com/janestreet/ppx_demo","PPX that exposes the source code string of an expression/module structure.","OCaml","7","2","0","2023/03/01 04:08:24","2026/01/14 01:07:58","2026/01/15 21:38:42","False","master"
"torch","janestreet/torch","https://github.com/janestreet/torch",,"OCaml","148","12","5","2023/03/01 04:08:25","2026/01/27 17:03:09","2026/01/15 21:41:39","False","master"
"ppx_globalize","janestreet/ppx_globalize","https://github.com/janestreet/ppx_globalize","A ppx rewriter that generates functions to copy local values to the global heap","OCaml","2","1","2","2023/03/01 04:08:25","2026/01/14 01:07:27","2026/01/15 21:39:06","False","master"
"tuareg","janestreet/tuareg","https://github.com/janestreet/tuareg","Emacs OCaml mode","Emacs Lisp","0","0","0","2023/03/03 20:14:51","2023/05/15 16:47:18","2023/05/15 16:47:14","False","master"
"emacs","janestreet/emacs","https://github.com/janestreet/emacs","Mirror of GNU Emacs","Emacs Lisp","0","2","1","2023/03/21 20:55:36","2025/06/26 16:24:21","2026/02/20 12:01:26","False","master"
"ppx_tydi","janestreet/ppx_tydi","https://github.com/janestreet/ppx_tydi","Let expressions, inferring pattern type from expression.","OCaml","4","1","0","2023/03/23 18:14:54","2026/01/14 01:07:31","2026/01/15 21:40:06","False","master"
"hardcaml_xilinx_reports","janestreet/hardcaml_xilinx_reports","https://github.com/janestreet/hardcaml_xilinx_reports","Hardcaml Xilinx Reports","OCaml","2","0","0","2023/04/18 13:13:20","2026/01/14 01:07:22","2026/01/15 21:36:11","False","master"
"uopt","janestreet/uopt","https://github.com/janestreet/uopt","An [option]-like type that incurs no allocation, without requiring a reserved value in the underlying type","OCaml","5","0","0","2023/06/15 10:02:34","2026/01/14 01:07:36","2026/01/15 21:41:53","False","master"
"ppxlib_jane","janestreet/ppxlib_jane","https://github.com/janestreet/ppxlib_jane","Utilities for working with Jane Street AST constructs","OCaml","5","5","0","2023/07/19 09:34:18","2026/01/14 01:07:34","2026/01/15 21:39:29","False","master"
"gel","janestreet/gel","https://github.com/janestreet/gel","A library to mark non-record fields global.","OCaml","0","1","0","2023/08/29 17:30:49","2024/04/25 18:19:43","2024/05/07 18:46:22","False","master"
"hardcaml_event_driven_sim","janestreet/hardcaml_event_driven_sim","https://github.com/janestreet/hardcaml_event_driven_sim","Hardcaml Event Driven Simulator","OCaml","1","0","0","2023/08/29 17:30:51","2026/01/14 01:07:22","2026/01/15 21:35:46","False","master"
"ppx_quick_test","janestreet/ppx_quick_test","https://github.com/janestreet/ppx_quick_test","Spiritual equivalent of let%expect_test, but for property based tests as an ergonomic wrapper to write quickcheck tests.","OCaml","4","1","0","2023/08/29 17:30:52","2026/01/14 13:52:49","2026/01/15 21:39:43","False","master"
"ppx_diff","janestreet/ppx_diff","https://github.com/janestreet/ppx_diff","A PPX rewriter that generates the implementation of [Ldiffable.S].","OCaml","5","2","0","2023/09/07 09:46:49","2026/01/14 01:07:27","2026/01/15 21:38:48","False","master"
"async_log","janestreet/async_log","https://github.com/janestreet/async_log","Logging library built on top of Async_unix","OCaml","0","0","0","2023/09/18 09:27:06","2026/01/14 01:07:16","2026/01/15 21:33:32","False","master"
"ppx_embed_file","janestreet/ppx_embed_file","https://github.com/janestreet/ppx_embed_file","A PPX that allows embedding files directly into executables/libraries as strings or bytes","OCaml","2","0","0","2023/09/25 14:17:40","2026/01/14 01:07:27","2026/01/15 21:38:52","False","master"
"spacemacs","janestreet/spacemacs","https://github.com/janestreet/spacemacs","Contains patches for Spacemacs used internally at Jane Street.  Not designed to work outside of Jane Street's environment.","Emacs Lisp","1","1","0","2023/11/16 19:56:21","2026/02/19 22:21:38","2026/02/20 20:51:10","False","jane"
"codicons","janestreet/codicons","https://github.com/janestreet/codicons","Icons from VS code","OCaml","3","0","0","2024/02/06 16:13:30","2026/01/14 01:07:18","2026/01/15 21:34:39","False","master"
"versioned_polling_state_rpc","janestreet/versioned_polling_state_rpc","https://github.com/janestreet/versioned_polling_state_rpc","Helper functions for creating stable/versioned `Polling_state_rpc.t`s with babel.","OCaml","0","0","0","2024/02/06 16:13:31","2026/01/14 01:07:36","2026/01/15 21:42:04","False","master"
"ocaml_intrinsics_kernel","janestreet/ocaml_intrinsics_kernel","https://github.com/janestreet/ocaml_intrinsics_kernel","Intrinsics","OCaml","4","6","0","2024/03/07 22:49:41","2026/01/14 01:07:25","2026/01/15 21:37:24","False","master"
"capitalization","janestreet/capitalization","https://github.com/janestreet/capitalization","Defines case conventions and functions to rename identifiers according to them","OCaml","2","0","0","2024/03/19 00:29:08","2026/01/14 01:07:19","2026/01/15 21:34:33","False","master"
"ppx_string_conv","janestreet/ppx_string_conv","https://github.com/janestreet/ppx_string_conv","Ppx extension for generating of_string & to_string","OCaml","8","0","0","2024/03/19 00:29:09","2026/01/14 01:07:30","2026/01/15 21:40:02","False","master"
"toplayer","janestreet/toplayer","https://github.com/janestreet/toplayer","OCaml bindings for the floating positioning library for 'toplevel' virtual dom components","JavaScript","1","1","0","2024/03/19 00:29:10","2026/01/14 01:07:35","2026/01/15 21:41:32","False","master"
"ocaml_openapi_generator","janestreet/ocaml_openapi_generator","https://github.com/janestreet/ocaml_openapi_generator","An OpenAPI 3 to OCaml client generator.","OCaml","22","0","0","2024/04/01 18:45:07","2026/01/30 11:15:19","2026/01/15 21:37:25","False","master"
"async_iterator","janestreet/async_iterator","https://github.com/janestreet/async_iterator","An opinionated asynchronous stream-processing framework","OCaml","1","0","0","2024/08/13 19:45:40","2026/01/14 01:07:16","2026/01/15 21:33:27","False","master"
"bitset","janestreet/bitset","https://github.com/janestreet/bitset","A library for flat bitsets","OCaml","0","1","0","2024/08/13 19:45:41","2025/05/09 20:17:37","2026/01/15 21:34:10","False","master"
"bonsai_bench","janestreet/bonsai_bench","https://github.com/janestreet/bonsai_bench","A library for benchmarking bonsai web applications","OCaml","1","0","0","2024/08/13 19:45:42","2026/01/14 01:07:18","2026/01/15 21:34:14","False","master"
"bonsai_examples","janestreet/bonsai_examples","https://github.com/janestreet/bonsai_examples","Examples for bonsai_web, a library for building dynamic webapps, using Js_of_ocaml","OCaml","10","3","2","2024/08/13 19:45:43","2026/02/10 02:28:05","2026/01/15 21:34:17","False","master"
"bonsai_test","janestreet/bonsai_test","https://github.com/janestreet/bonsai_test","A library for testing Bonsai state machines.","OCaml","1","1","0","2024/08/13 19:45:44","2026/01/14 01:07:18","2026/01/15 21:34:26","False","master"
"bonsai_web","janestreet/bonsai_web","https://github.com/janestreet/bonsai_web","A library for building dynamic webapps, using Js_of_ocaml","OCaml","29","3","0","2024/08/13 19:45:45","2026/02/21 09:00:06","2026/01/15 21:34:27","False","master"
"bonsai_web_components","janestreet/bonsai_web_components","https://github.com/janestreet/bonsai_web_components","Examples for bonsai_web, a library for building dynamic webapps, using Js_of_ocaml","OCaml","6","3","0","2024/08/13 19:45:46","2026/02/21 08:58:56","2026/01/15 21:34:29","False","master"
"bonsai_web_test","janestreet/bonsai_web_test","https://github.com/janestreet/bonsai_web_test","A library for testing dynamic bonsai webapps, using Js_of_ocaml","OCaml","1","1","0","2024/08/13 19:45:47","2026/01/14 01:07:18","2026/01/15 21:34:31","False","master"
"expectable","janestreet/expectable","https://github.com/janestreet/expectable","A library that makes it easier to print ASCII tables in tests. All you need is a sexp, and Expectable will take care of the rest!","OCaml","0","0","0","2024/08/13 19:45:49","2026/01/14 01:07:19","2026/01/15 21:35:15","False","master"
"font_awesome_icons","janestreet/font_awesome_icons","https://github.com/janestreet/font_awesome_icons","An OCaml library for Font-Awesome SVG icons","OCaml","0","0","0","2024/08/13 19:45:50","2026/01/14 01:07:20","2026/01/15 21:35:32","False","master"
"janestreet_shims","janestreet/janestreet_shims","https://github.com/janestreet/janestreet_shims","Shims for Jane Street compiler extensions","OCaml","0","0","0","2024/08/13 19:45:51","2026/01/14 01:07:23","2026/01/15 21:36:50","False","master"
"lsp_rpc","janestreet/lsp_rpc","https://github.com/janestreet/lsp_rpc","Library for building LSPs in OCaml","OCaml","0","0","0","2024/08/13 19:45:52","2026/01/14 01:07:24","2026/01/15 21:37:00","False","master"
"maybe_pushback","janestreet/maybe_pushback","https://github.com/janestreet/maybe_pushback","Small library for asynchronous pushback","OCaml","0","0","0","2024/08/13 19:45:53","2026/01/14 01:07:24","2026/01/15 21:37:04","False","master"
"parsexp_prefix","janestreet/parsexp_prefix","https://github.com/janestreet/parsexp_prefix","S-expression prefix parsing library","OCaml","0","0","0","2024/08/13 19:45:53","2026/01/14 01:07:25","2026/01/15 21:37:45","False","master"
"parsexp_symbolic_automaton","janestreet/parsexp_symbolic_automaton","https://github.com/janestreet/parsexp_symbolic_automaton","S-expression symbolic automaton library","OCaml","0","0","0","2024/08/13 19:45:54","2026/01/14 01:07:25","2026/01/15 21:37:47","False","master"
"pipe_with_writer_error","janestreet/pipe_with_writer_error","https://github.com/janestreet/pipe_with_writer_error","Pipe that forces readers to consider errors from writers while reading","OCaml","0","0","0","2024/08/13 19:45:55","2026/01/14 01:07:26","2026/01/15 21:37:54","False","master"
"ppx_html","janestreet/ppx_html","https://github.com/janestreet/ppx_html","PPX_HTML is a way of constructing Vdom.Node.t's using HTML syntax.","OCaml","1","0","0","2024/08/13 19:45:56","2026/01/14 01:07:29","2026/01/15 21:39:15","False","master"
"time_ago","janestreet/time_ago","https://github.com/janestreet/time_ago","A library for turning elapsed or future times into human-readable strings.","OCaml","0","0","0","2024/08/13 19:45:57","2026/01/14 01:07:35","2026/01/15 21:41:27","False","master"
"uri_parsing","janestreet/uri_parsing","https://github.com/janestreet/uri_parsing","A library for building composable URI parsers using ppx_typed_fields.","OCaml","3","1","0","2024/08/13 19:45:58","2026/01/14 01:07:36","2026/01/15 21:41:55","False","master"
"filesystem","janestreet/filesystem","https://github.com/janestreet/filesystem","A library for filesystem operations with the file_path library.","OCaml","0","0","0","2024/08/23 20:21:13","2026/01/14 01:07:20","2026/01/15 21:35:27","False","master"
"am_running_how_js","janestreet/am_running_how_js","https://github.com/janestreet/am_running_how_js","A library for determining the js_of_ocaml environment that an OCaml program is running in.","OCaml","0","0","0","2024/09/26 18:08:25","2026/01/14 01:07:17","2026/01/15 21:33:15","False","master"
"bonsai_concrete","janestreet/bonsai_concrete","https://github.com/janestreet/bonsai_concrete","Shared dependencies of bonsai and incr_dom.","OCaml","0","0","0","2024/09/26 18:08:26","2026/01/14 01:07:18","2026/01/15 21:34:15","False","master"
"ppx_template","janestreet/ppx_template","https://github.com/janestreet/ppx_template","C++-style templates for kind and mode polymorphism","OCaml","2","0","0","2024/09/26 18:08:27","2026/01/14 01:07:31","2026/01/15 21:40:04","False","master"
"PS7CompatibilityRules","janestreet/PS7CompatibilityRules","https://github.com/janestreet/PS7CompatibilityRules","PSScriptAnalyzer rules to help migrating PowerShell 5.1 scripts to PowerShell 7","PowerShell","13","0","3","2024/10/23 14:02:24","2025/09/17 05:30:18","2025/09/10 10:27:07","False","main"
"utop","janestreet/utop","https://github.com/janestreet/utop","Universal toplevel for OCaml",,"0","0","0","2024/10/23 16:48:27","2024/10/23 16:48:27","2024/10/23 19:06:31","False","master"
"ppx_rope","janestreet/ppx_rope","https://github.com/janestreet/ppx_rope","Ppx extension for string interpolation using ropes","OCaml","0","0","0","2024/11/08 21:58:00","2026/01/14 01:07:31","2026/01/15 21:39:46","False","master"
"ppx_shorthand","janestreet/ppx_shorthand","https://github.com/janestreet/ppx_shorthand","A grab-bag of small but useful AST transformations","OCaml","1","0","0","2024/11/08 21:58:01","2026/01/14 01:07:30","2026/01/15 21:39:54","False","master"
"univ_map","janestreet/univ_map","https://github.com/janestreet/univ_map","Universal/heterogeneous maps, useful for storing values of arbitrary type in a single map.","OCaml","2","0","0","2024/11/08 21:58:02","2026/01/14 01:07:35","2026/01/15 21:41:49","False","master"
"saturn","janestreet/saturn","https://github.com/janestreet/saturn","Lock-free data structures for multicore OCaml with Jane Street extensions",,"0","0","0","2024/11/14 20:44:56","2024/11/14 20:44:56","2024/11/05 09:32:42","False","main"
"flycheck-pos-tip","janestreet/flycheck-pos-tip","https://github.com/janestreet/flycheck-pos-tip","Flycheck errors display in tooltip",,"0","0","0","2025/03/12 19:33:53","2025/03/12 19:33:53","2025/03/12 20:08:09","False","master"
"VisualEffects","janestreet/VisualEffects","https://github.com/janestreet/VisualEffects","PowerShell module to manage Windows visual effects","PowerShell","5","0","0","2025/04/04 14:26:56","2025/10/14 16:07:42","2025/09/10 10:24:49","False","master"
"basement","janestreet/basement","https://github.com/janestreet/basement","Modules defined upstream of and reexported in Base","OCaml","1","5","0","2025/04/27 20:18:40","2026/01/14 01:07:18","2026/01/15 21:33:56","False","master"
"command_nodejs","janestreet/command_nodejs","https://github.com/janestreet/command_nodejs","A library for running [Command.t]s in JS/Wasm executables running on Node.","OCaml","0","0","0","2025/04/27 20:18:41","2026/01/14 01:07:21","2026/01/15 21:34:44","False","master"
"hardcaml_test_harness","janestreet/hardcaml_test_harness","https://github.com/janestreet/hardcaml_test_harness","A standardized test harness for Hardcaml","OCaml","1","0","0","2025/04/27 20:18:42","2026/01/14 01:07:22","2026/01/15 21:36:00","False","master"
"handled_effect","janestreet/handled_effect","https://github.com/janestreet/handled_effect","Typed effects API for OxCaml","OCaml","24","1","0","2025/04/27 20:18:42","2026/02/17 03:46:55","2026/01/15 21:35:37","False","oxcaml"
"ppx_var_name","janestreet/ppx_var_name","https://github.com/janestreet/ppx_var_name","Allows you to reference the OCaml variable name in RHS expressions","OCaml","2","0","0","2025/04/27 20:18:43","2026/01/14 01:07:31","2026/01/15 21:40:13","False","master"
"testable_timeout","janestreet/testable_timeout","https://github.com/janestreet/testable_timeout","An API like the browser's setTimeout, but driven by an overridable async time source.","OCaml","0","0","0","2025/04/27 20:18:44","2026/01/14 01:07:34","2026/01/15 21:41:20","False","master"
"float_array","janestreet/float_array","https://github.com/janestreet/float_array","Mutable vector of floats with efficient operations","OCaml","0","0","0","2025/05/09 19:22:14","2026/01/14 01:07:21","2026/01/15 21:35:30","False","master"
"oklab","janestreet/oklab","https://github.com/janestreet/oklab","A library for the oklab color space","OCaml","0","0","0","2025/05/09 19:22:15","2026/01/14 01:07:25","2026/01/15 21:37:33","False","master"
"ppx_simple_xml_conv","janestreet/ppx_simple_xml_conv","https://github.com/janestreet/ppx_simple_xml_conv","A ppx deriver for simple_xml.","OCaml","0","0","0","2025/05/09 19:22:16","2026/01/14 01:07:30","2026/01/15 21:39:55","False","master"
"simple_xml","janestreet/simple_xml","https://github.com/janestreet/simple_xml","A library for representing XML documents based on XMLM.","OCaml","0","0","0","2025/05/09 19:22:17","2026/01/14 01:07:34","2026/01/15 21:41:08","False","master"
"xpath","janestreet/xpath","https://github.com/janestreet/xpath","A library for dealing with XPath 1.0.","OCaml","0","0","0","2025/05/09 19:22:18","2026/01/14 01:07:37","2026/01/15 21:42:08","False","master"
"await","janestreet/await","https://github.com/janestreet/await","Low-level support for suspending and resuming fibers in OxCaml",,"3","0","0","2025/05/27 18:06:24","2025/10/08 15:47:06","2026/01/15 21:33:49","False","oxcaml"
"ocaml_simd","janestreet/ocaml_simd","https://github.com/janestreet/ocaml_simd","SIMD intrinsics supported by the OxCaml compiler.","OCaml","7","2","0","2025/05/27 18:06:25","2026/01/24 10:34:03","2026/01/15 21:37:28","False","oxcaml"
"parallel","janestreet/parallel","https://github.com/janestreet/parallel","OxCaml Parallelism","OCaml","37","2","1","2025/05/27 18:08:41","2026/01/14 02:20:22","2026/01/15 21:37:39","False","oxcaml"
"portable","janestreet/portable","https://github.com/janestreet/portable","Library for parallel programming in OCaml and OxCaml","OCaml","12","0","0","2025/05/27 18:08:42","2026/01/24 13:45:54","2026/01/15 21:37:58","False","master"
"ppx_debug_assert","janestreet/ppx_debug_assert","https://github.com/janestreet/ppx_debug_assert","Ppx for debug assertions","OCaml","0","0","0","2025/05/27 18:08:43","2026/01/14 01:07:37","2026/01/15 21:38:40","False","master"
"ppx_for_loop","janestreet/ppx_for_loop","https://github.com/janestreet/ppx_for_loop","For-loop syntax that supports unboxed numbers.",,"0","0","0","2025/05/27 18:08:44","2025/05/27 18:08:48","2026/01/15 21:39:03","False","master"
"ppx_with","janestreet/ppx_with","https://github.com/janestreet/ppx_with","A ppx writer for consisely building scoped operations","OCaml","3","0","0","2025/05/27 18:08:45","2026/01/14 01:07:31","2026/01/15 21:40:21","False","master"
"unboxed","janestreet/unboxed","https://github.com/janestreet/unboxed","Unboxed types for OxCaml","OCaml","0","0","0","2025/05/27 18:08:46","2026/01/14 02:20:31","2026/01/15 21:41:44","False","oxcaml"
"unique","janestreet/unique","https://github.com/janestreet/unique","Unique value containers for OxCaml","OCaml","0","0","0","2025/05/27 18:08:47","2026/01/14 01:07:36","2026/01/15 21:41:48","False","master"
"vec","janestreet/vec","https://github.com/janestreet/vec","Growable array.",,"0","0","0","2025/05/27 18:08:48","2025/05/27 18:08:52","2026/01/15 21:42:02","False","master"
"hardcaml_hobby_boards","janestreet/hardcaml_hobby_boards","https://github.com/janestreet/hardcaml_hobby_boards","Support code for FPGA hobby boards.","OCaml","0","0","0","2025/06/10 15:34:37","2025/10/30 15:26:15","2025/11/20 22:05:41","False","master"
"ppx_helpers","janestreet/ppx_helpers","https://github.com/janestreet/ppx_helpers","Miscellaneous helpers for writing PPXes","OCaml","0","0","0","2025/06/10 15:36:13","2026/01/14 01:07:28","2026/01/15 21:39:12","False","master"
"expectree","janestreet/expectree","https://github.com/janestreet/expectree","A utility library for pretty-printing sexps as trees.","OCaml","1","0","0","2025/06/11 15:40:18","2026/01/14 01:07:20","2026/01/15 21:35:17","False","master"
"ocaml-eglot","janestreet/ocaml-eglot","https://github.com/janestreet/ocaml-eglot","An overlay on Eglot for editing OCaml code using LSP","Emacs Lisp","0","0","0","2025/08/04 21:56:17","2026/02/05 16:59:04","2026/02/05 16:58:59","False","main"
"big_percent","janestreet/big_percent","https://github.com/janestreet/big_percent","An arbitrary-precision scale factor, not bounded between 0% and 100%.","OCaml","0","0","0","2025/08/08 15:37:33","2026/01/14 01:07:17","2026/01/15 21:34:07","False","master"
"flexible_sexp","janestreet/flexible_sexp","https://github.com/janestreet/flexible_sexp","A library for creating stable sexp serialization with forward compatibility.","OCaml","0","0","0","2025/08/08 15:37:35","2026/01/14 01:10:21","2026/01/15 21:35:28","False","master"
"insertion_ordered_map","janestreet/insertion_ordered_map","https://github.com/janestreet/insertion_ordered_map","A Core.Map with a notion of insertion order.","OCaml","0","0","0","2025/08/08 15:37:36","2026/01/14 01:07:23","2026/01/15 21:36:38","False","master"
"nonempty_interval_lib","janestreet/nonempty_interval_lib","https://github.com/janestreet/nonempty_interval_lib","An Interval_lib.Interval but with empty intervals disallowed.","OCaml","0","0","0","2025/08/08 15:37:38","2026/01/14 01:07:25","2026/01/15 21:37:15","False","master"
